# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
56559 3.4861778240468437 2.5047840028066686 0.8446581621470489 104 122 29 1.1437718638781063 
56557 3.987570207946246 1.9194951400823972 0.771209650585328 58 60 65 1.605390182997132 
56556 3.2355101072157875 2.412176808927442 0.830138376719237 173 180 194 1.0994526799218585 
56552 3.2415942060519645 2.4709260889134206 0.8046902433341029 102 93 78 1.4323125009228967 
56551 3.655320988420414 2.4551871768804396 0.8004825072449916 13 18 24 0.7008231913960496 
56550 3.90517478594519 2.3316650860855175 0.838998354690056 199 208 226 1.0190191989122976 
56549 4.318715714876376 2.2938716171728704 0.805192758321502 109 105 94 1.816867002548063 
56546 4.232949471283161 1.881070669054982 0.8020107943414112 8 16 27 1.5000829663360504 
56540 3.5234207264825756 2.5272896944362073 0.8433606667184341 28 50 145 1.625425829932734 
56535 4.685271822871322 2.877878139412127 0.8417268314192082 172 177 173 1.1747330158902651 
56534 4.318631936910568 2.072078040069539 0.8502415433771779 23 34 43 1.9750200433175318 
56522 3.1256310910335268 2.5788026469733203 0.7778401204193919 186 178 155 1.6977229615321274 
56520 3.186908356851309 2.6535897983744454 0.7806964843622219 202 193 224 0.6573509493521361 
56516 4.689312792158442 2.6463391527482663 0.1280155972079282 0 5 17 1.1463637675234344 
56515 3.668450617097903 2.4799342684189547 0.8101780708534586 182 174 153 1.6655127124459 
56514 4.126004376135519 1.9282691282238036 0.793948014218445 16 20 24 0.6539526778130158 
56510 3.7569267797715966 2.8443065520324415 0.05276889574423582 76 88 102 0.9242581925598791 
56506 3.1468265176026087 2.528531027848318 0.7769119653657496 47 49 49 1.089588036528086 
56505 3.072646610270805 2.424553281391034 0.8040582026008052 146 140 140 1.8278651181086978 
56504 3.546965673272563 2.5872093441360526 0.7783761447831347 210 199 170 0.9023895817332533 
56497 4.27891415107255 2.329889655747915 0.8118990801946763 171 174 163 0.8999124586848886 
56496 4.164795031029848 1.9753103923923367 0.798635343266605 116 119 115 0.942512597735352 
56495 4.137449569008128 1.820597339969419 0.7834316503938175 33 40 47 0.902159575564101 
56488 3.746508457966365 3.019630258003719 0.06257133765430645 85 97 111 0.6235992126443491 
56487 3.0269338774987746 2.632907580233368 0.7690231223492622 194 152 71 1.7148917053391939 
56483 4.1510007870776136 2.8854365639433714 0.061479694052217315 96 106 118 0.6547045623519209 
56482 4.476043757493393 2.5586693606515705 0.06693216714087513 3 13 22 1.4723093629889148 
56477 3.7774858719434286 2.5664948480792003 0.8025219649796148 50 59 68 1.3406227308726828 
56475 3.793555345399761 2.3046380507318034 0.8172617911960446 13 63 123 2.0676712005163407 
56474 3.9785682768250386 2.38623839756794 0.7894936023144771 156 152 153 0.4236139552912179 
56473 4.132376472575706 2.158253698202502 0.8102580627816383 27 37 47 2.3631491842405 
56468 3.505480107821475 2.8876257786661745 0.06281925867483307 68 80 94 0.47993817235086556 
56466 3.628518497430743 2.894963344452017 0.06533693749493574 75 87 101 0.7043163939206698 
56462 3.8531673788658 2.7913890943463775 0.06315258916960964 92 104 116 1.3103594061142463 
56461 3.1354609878781248 2.5552071556705886 0.7651686134732897 59 56 51 1.1932692887689704 
56460 3.33032462671697 2.5346150903608513 0.7803696424600503 184 184 175 0.15398519857318815 
56457 3.665799055391774 2.7165533967631026 0.7767363972422255 201 200 180 0.3559946377495695 
56456 3.5146414456202355 2.456983924902942 0.841174483797409 175 175 104 1.2231780500844085 
56449 4.696747363653594 2.9155712695281686 0.8436851552955552 187 185 170 1.018699206586612 
56447 4.560040088064663 2.1425927914048746 0.8495172027186311 156 156 148 1.1877901871342622 
56443 3.578495742188073 2.8054453638657297 0.05293901053881811 58 70 84 0.45432596303595085 
56440 3.7967664824640184 2.8650699535582014 0.06543329111679053 111 123 137 0.9594356875689777 
56439 3.904284918874885 2.8611353718952843 0.06245209293021503 108 120 134 0.627535928251795 
56438 4.033888971933361 2.8894986782588754 0.0695568568649112 70 80 92 0.4506297318078949 
56435 3.284228745107255 2.4709035474516545 0.7964382683338649 30 43 78 0.6003005213107859 
56434 4.406667853202217 2.8096769997851783 0.0657273818885089 37 51 62 1.2473168824240461 
56430 4.710123322603438 2.7615903631737733 0.07097724314829912 7 15 30 0.5006077918477225 
56416 4.142101916470555 2.392580199957923 0.8324504465182349 65 73 75 0.7793622622086205 
56415 3.9572693371555627 2.1059892201340604 0.8461043092041459 35 38 43 0.1263735882426818 
56414 3.981048898368145 1.8755729486316381 0.7967208827101998 221 224 229 1.0898454574105505 
56413 4.002129663272063 1.8530334655926106 0.7972014856955187 218 222 229 0.7130710939015228 
56410 4.177465303431549 2.009922504646343 0.8510937885232859 7 15 26 1.5319538889552486 
56401 4.13298990336501 2.9935993488138335 0.06585382828406705 60 70 82 0.15430964037872 
56397 3.1925787822623515 2.1605984423083253 0.845789476098841 220 219 227 2.6216112136298215 
56395 4.6990635516723405 2.6246259584282816 0.10833406314836935 53 59 71 0.715184081620638 
56394 4.702254400188061 2.623727643967825 0.10564256141094863 53 59 71 0.7535564347208463 
56393 3.6885203957525645 2.678421816067917 0.7971993669934547 159 167 180 1.0007561793709154 
56391 4.756806422098499 2.467864338043489 0.08737846350860701 0 6 9 1.4100816980836381 
56390 3.6584586826354872 2.6550700322164973 0.8463741661650185 37 46 55 3.194617221204182 
56383 4.086959591623886 2.37713485725041 0.7973721979403118 191 196 199 0.624257614928169 
56381 4.025740348454502 1.8914895459563204 0.7601024562653151 121 126 119 1.3042770566896034 
56380 4.0193884960914446 1.853564786283696 0.7870288895428023 219 225 223 0.7704526165431537 
56372 3.5138609845965876 2.648406280694343 0.13798612145789702 116 122 136 0.27875585963146005 
56369 3.970471066078929 2.9925700776652815 0.06799461298567744 73 87 100 0.26525029601218747 
56368 3.9189117367861686 2.813396804618506 0.05594929364540846 97 106 121 1.0932486434166715 
56366 4.2851018798684715 2.9417751589396772 0.0683159992045046 99 107 120 0.3669377647000888 
56365 3.2100904258815888 2.4874892444513974 0.8166017739597442 105 96 90 1.753140671298972 
56361 3.152299776591193 2.263343582709244 0.8216486530525108 180 188 207 0.9336890982888413 
56359 3.5256141636613654 2.561560988658388 0.7836326529343814 169 162 96 1.1045969870994055 
56354 3.6646228476304734 2.508987050818853 0.7708246493860885 137 146 144 1.8586487651063885 
56352 3.7649579999562404 2.328930960333129 0.7786540572284503 53 36 16 1.338678245144048 
56350 4.0954074803477445 2.5420325932707675 0.8024476997045112 106 108 120 0.7929338375654975 
56325 3.4754244666986898 2.5020277757331795 0.8372732548538683 132 120 33 1.4517195727624828 
56324 3.4143449703601236 2.2192167632012505 0.775403508282379 204 194 179 0.8229355756254993 
56315 3.655440023846737 2.476127828108296 0.8228382353285254 58 47 40 0.4526691578480212 
56314 3.6284950720751272 2.2620055644787067 0.7905418041615447 115 118 116 0.9145394513925145 
56312 3.709606010042895 2.3630334084682905 0.7919725924502946 84 75 58 1.256484496899101 
56294 4.3976871255844046 2.358595134273239 0.7794989763038479 174 168 168 1.165517726554923 
56291 4.265619830384266 2.4012987472443275 0.8504970361539302 53 47 33 0.442309151123678 
56290 4.150207536023407 1.8203247088616368 0.7900096051438905 60 68 87 0.6241582857988274 
56281 3.8248606033821817 2.465280072313582 0.8677816600968492 210 213 216 1.5963319721918598 
56276 4.174964481001879 2.011936205604089 0.8032230982312237 100 108 119 1.0017792945865645 
56267 3.2127984241953293 2.013762784573178 0.7112313131898358 222 235 254 1.6939909256668257 
56264 3.1554683384222515 2.471423579104137 0.8014758556366035 78 83 77 1.3939364042693465 
56257 3.4153108497028324 2.2136927646302205 0.8561553074961136 92 121 124 1.7206963834104498 
56254 2.9815350008386887 2.4405936848848504 0.7723614235282623 193 159 96 1.8312830405040625 
56252 3.293893241400263 2.5238774647192397 0.7910270302843075 20 39 60 1.3955022649067754 
56243 3.5614506188949 2.2920640957037612 0.7897985938924063 177 172 150 0.6610392026742555 
56238 4.22633511938885 2.3490358623553123 0.8103458654888439 21 28 34 1.077640053386719 
56234 3.730369398398989 2.561094584670795 0.8012487033799888 78 92 101 1.0676157156751471 
56232 3.599924363154492 2.341967392479858 0.7890941899565105 87 113 107 0.6683530059908148 
56228 4.200422113173053 2.3181692844874355 0.8163347167459375 125 126 112 1.6845928092097209 
56224 3.1493784568544396 2.6390672708537095 0.7817674598803063 214 213 195 0.28420524956616267 
56223 3.1762892039941923 2.549716786013873 0.7813153702049942 205 207 185 1.592442521923255 
56221 3.571995200790939 2.5659739888911437 0.7711755012494717 204 199 174 1.6349676074537638 
56217 3.3570781410705823 2.575270268549058 0.2863494538955258 3 12 29 2.307476421494153 
56216 3.8000496097624543 2.6484109943477114 0.055619233937443724 68 78 79 1.1127759573253175 
56212 3.0974739103016273 2.4082036573218772 0.7668669782611279 103 91 75 0.8937830317753918 
56205 3.3100475766642314 2.249516094606912 0.944156510422945 37 45 56 0.6569033607904978 
56200 3.4017604534366717 2.7110380224439634 0.059476887198200545 71 84 93 1.114039731238792 
56197 3.427286907689463 2.6523122124045027 0.06356362663340254 43 57 68 1.3229212205479615 
56194 2.8080154420562593 2.4593208913563704 0.7733884945172642 204 216 232 1.0401033007334253 
56189 3.049910820844417 2.11045628948923 0.8036003937458899 109 58 77 0.48099297478908165 
56185 3.55852046605947 2.538936918054514 0.8458410648464277 90 85 91 0.9021776695721611 
56184 3.5058949965306243 2.4567499278091733 0.8439520051728897 127 123 94 0.985119917574639 
56181 3.2382640563874494 2.0280672336594385 0.7923875399742697 101 109 112 0.4658188636383387 
56180 3.3505530657161184 2.119780801850741 0.7907064332646607 178 190 204 1.0731803641719693 
56176 4.039564142477634 2.407440316835247 0.7871698552397803 57 81 71 1.0384559553885 
56174 3.5059432221003224 1.746754285903179 0.7879377542183673 49 48 55 1.982572892889634 
56173 3.740606248331277 2.0644810384505177 0.8894786081728882 210 218 221 2.1360867207201646 
56169 3.561004587359548 2.989266755411232 0.06425185247483967 99 113 126 0.4927985928558652 
56166 3.581086220536176 2.905816111640188 0.05970911232927745 88 102 113 1.794038245568633 
56164 3.658394078600608 2.950270241346296 0.0656071807081049 76 90 103 1.4386576888830644 
56159 3.8453607743059552 3.0031199337524326 0.07309970787365527 98 112 125 0.678947671414099 
56141 3.653260543822588 2.5024375381391475 0.807007543133314 84 88 88 0.6497916080782006 
56140 3.600599577118652 2.2978082085025147 0.7843585382823477 69 90 83 1.3502890175320268 
56136 3.2659313821672953 2.778027655806338 0.06601155605829168 53 66 83 0.6903130698013199 
56131 3.5952984370730103 2.9571769906500025 0.06728322882203641 97 110 126 0.8058073743126416 
56130 3.669055614917125 2.9761004124044566 0.06741944456419957 105 119 128 0.34475235332682286 
56127 3.581571609706083 2.868106474134845 0.05867225980676305 90 108 114 0.5391727939253456 
56122 2.900845418136073 2.7581855212678574 0.7946371600724326 109 113 124 0.5543918576588208 
56115 3.4623389442386685 2.549241242056111 0.29150830879958933 1 4 15 1.4091794002923947 
56114 2.9778203119390763 2.5302746301588326 0.7818138179871518 220 196 110 1.4640679471219362 
56112 2.934693532082345 2.3922140563776955 0.7673458839899002 0 0 0 1.237251414427654 
56111 3.2921961424245443 2.6743813926944426 0.7788050040292234 200 208 228 0.9038051439257717 
56109 2.966991755373928 2.420478965857292 0.7860356520922268 137 130 114 1.2586659481703815 
56108 3.3056968312859722 2.452199537275973 0.793750362376879 117 100 107 1.2052340884604287 
56107 3.306010727673525 2.4464038609338123 0.7961916676847594 171 169 155 1.8950388165360383 
56104 3.669450737399373 2.617629662191158 0.8052112838193694 44 56 70 0.6046823749370239 
56099 3.8896943430496203 2.6675244018316158 0.8027583282366417 52 61 76 1.1991457278637125 
56094 3.569210911419059 2.3136215293538944 0.7947292061050377 83 136 128 1.4664724112746843 
56079 3.5688520587658985 2.9652856585170615 0.06039369061742139 93 106 122 0.36581658968330993 
56071 3.3161978851176337 2.653253037124407 0.055900411561754515 63 75 89 1.6321916465398831 
56070 3.8482234853505672 3.048016458956427 0.06338647580959078 69 83 96 0.7797882783586119 
56069 3.762717049731389 2.9720843984599377 0.06280856700220405 97 111 120 1.3446303406149966 
56068 3.3996700199467638 2.6522186312714133 0.07224659274145417 55 66 83 1.1745261179304454 
56066 3.700180275587284 2.8093664980719817 0.04491131001249404 81 95 108 0.33566744190385517 
56065 3.429081014009292 2.6418623206872356 0.29306652597165006 1 8 14 1.7397972147689964 
56064 3.99109090773815 2.8441768815800574 0.0606470462257922 84 101 111 0.8411552565253936 
56063 3.0330226377541782 2.622416747657858 0.7767575618585179 255 225 203 1.5368353007114313 
56062 2.99296441606441 2.539843598017131 0.7938507132171637 0 0 0 1.0766202076497482 
56061 2.939870529831458 2.4838943497176027 0.7795787807966839 188 151 56 1.109324888287019 
56060 2.9210238032632927 2.395902032258302 0.7832608853067049 150 75 82 0.048640572471615476 
56059 2.931339787842716 2.3924000347093424 0.7794637897371295 173 83 94 0.14400760958112047 
56056 3.0290462192376078 2.4289945955372456 0.786962061362621 143 154 148 0.8605781286925471 
56055 3.056599625157604 2.3987768082857555 0.8140698581425991 0 0 0 2.2600544866845227 
56053 3.0397588025044873 2.3981023983541556 0.8357985015266027 0 0 0 2.334939100202248 
56052 3.327197810969852 2.4761568688033604 0.7987455779637469 96 112 117 1.9011272155703256 
56051 3.4464278527747028 2.471702758867123 0.821726966947016 125 118 90 0.5245891826185951 
56047 3.8518875871789473 2.6783882600240916 0.7986652007291969 67 79 91 0.9939686872959541 
56041 3.3011196548835544 1.7171060127547193 0.7647674069841567 137 138 133 2.450179462090729 
56040 4.026260722046519 2.398013118477904 0.7825103968939476 190 170 152 1.5268351395106232 
56039 4.036460946995611 2.374891789050461 0.7774309888502401 211 169 144 1.6133369781724856 
56038 3.7932037438592614 1.9655211910483321 0.7634595058010516 83 89 92 1.9577880615869077 
56035 3.3992549937269825 2.868414696866529 0.06269355171054403 58 74 90 0.5820317534207214 
56034 3.4840701906669094 2.895532263445827 0.0629928152555781 58 71 88 0.5438675900800626 
56031 3.048292834029414 2.589804603936804 0.22921412022393017 77 70 64 1.8546099003516876 
56030 3.679391113336679 2.918222598341475 0.06471244538996879 79 93 104 0.9252091412796777 
56028 3.5787243608550154 2.7998528374523985 0.059467328905122185 79 93 103 1.024584347942431 
56026 3.6443163320782244 2.834331547057926 0.06371177464788169 56 68 82 0.7769347516910957 
56024 3.7093539612044077 2.8311163256780043 0.06587558193483778 63 75 89 0.5027503130563491 
56020 3.374590050092461 2.640977921069504 0.28627053857261475 7 16 44 0.30212728449894544 
56018 3.359604109317876 2.5917778624115373 0.3039171035041355 53 60 76 0.573821529542719 
56012 3.0690498268250863 2.410609286710916 0.8242810990348515 123 139 163 1.190747641182434 
56010 5.91085595040424 -5.1941860722293915 -5.047635177811167 220 232 246 0.6386404976273543 
56009 3.2600751465663995 2.414526644825615 0.8307546570222726 168 184 199 0.7042452303116222 
56008 3.4550831103121054 2.479097167417371 0.7903934292047162 135 136 128 1.30073000510444 
56003 3.8291447925457187 2.684397253583642 0.7977952852884354 116 128 142 0.593924211035393 
56002 3.8444365933467575 2.680861330803137 0.7938038869392844 118 130 144 0.0074006618212598355 
56000 3.799376183878308 2.6225063072184263 0.8060974604952171 129 136 152 0.8425167022890702 
55994 4.0285349876444485 2.654417932325857 0.7966176515697517 98 114 127 1.173818770035157 
55992 3.958154444850296 2.437200212505956 0.7750810878516522 121 121 112 1.1274577548335005 
55986 4.158580450933276 2.3725236008426998 0.8231953443619626 30 37 43 0.7339720312463237 
55985 3.8474817121408154 2.0390884382140104 0.8197868477353301 82 87 95 0.5479902734110677 
55983 4.034682900137902 2.0592152308000866 0.823205734554854 24 32 42 2.6960963247241367 
55982 4.3415678034707454 2.223540883342123 0.8065098956483786 84 85 89 1.5808992286964412 
55981 3.6233295714798874 2.9586999261207976 0.07534448516430525 77 91 102 0.556667922872059 
55980 3.4800371426507852 2.8360146177182166 0.05863289096620994 97 110 127 0.4333585573285337 
55979 3.7475507715092533 2.989107333243986 0.0671596903175129 99 113 124 0.2502954514714097 
55973 3.3243069232559246 2.772226171510589 0.7748255935352498 181 174 152 1.2760468734017845 
